"Trait","Trait.short","N","Nz","Prev","MS.Mdl","VE_ID","CI_ID","MS.CI_ID","LogL_ID","Pv_ID","FDR_ID","SW_PV_ID","SW_FDR_ID","VE_COHOUSING.ID_DMP","CI_COHOUSING.ID_DMP","MS.CI_COHOUSING.ID_DMP","LogL_COHOUSING.ID_DMP","Pv_COHOUSING.ID_DMP","FDR_COHOUSING.ID_DMP","SW_PV_COHOUSING.ID_DMP","SW_FDR_COHOUSING.ID_DMP","VE_famID","CI_famID","MS.CI_famID","LogL_famID","Pv_famID","FDR_famID","SW_PV_famID","SW_FDR_famID","VE_Residual","CI_Residual","MS.CI_Residual","LogL_Residual","Est_Age","SE_Age","P.Chisq_Age","Est_Sex","SE_Sex","P.Chisq_Sex","Est_META.DNA.postclean.reads","SE_META.DNA.postclean.reads","P.Chisq_META.DNA.postclean.reads","Est_META.POOP.Freq","SE_META.POOP.Freq","P.Chisq_META.POOP.Freq"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Paraprevotella.s__Paraprevotella_clara","s__Paraprevotella_clara",3571,4443,45.86,"full.model",0.081746385,"0-0.22","0-0.22",-11063.39835,0.262159191,1,0.0640194552529183,1,0.310853986,"0.25-0.37","0.25-0.37",-11103.77927,1.35e-19,3.4155e-17,0,0,0.033176713,"0-0.09","0-0.09",-11063.69729,0.173179752,1,0.0112529182879377,1,0.574222916,"0.45-0.68","0.45-0.68",-11062.76969,0.013335986,0.005825288,0.022060384,1.246571897,0.163516303,2.47e-14,-0.411799289,0.601826034,0.493817497,-0.06066514,0.157606633,0.700300472
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_eligens","s__Eubacterium_eligens",3571,1507,81.64,"full.model",0.082493687,"0-0.22","0-0.22",-10031.99095,0.263238408,1,0.0625214007782101,1,0.061863386,"0-0.13","0-0.13",-10032.86202,0.083584689,1,0.0100155642023346,1,0.015510587,"0-0.07","0-0.07",-10031.54919,0.544019002,1,0.0876614785992218,1,0.840132339,"0.71-0.94","0.71-0.94",-10031.36512,0.028862115,0.004135072,2.96e-12,-0.569676336,0.132839274,1.8e-05,-0.117842899,0.456672292,0.796370661,-0.050643896,0.1189626,0.670317166
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Butyrivibrio","g__Butyrivibrio",3571,6703,18.33,"full.model",0.089834199,"0-0.25","0-0.25",-10630.67919,0.264576996,1,0.0506809338521401,1,0.114283893,"0.04-0.19","0.04-0.19",-10634.71715,0.002265963,0.360288117,0.000159533073929961,0.0264824902723735,0.031701853,"0-0.09","0-0.09",-10630.73449,0.244362805,1,0.0138249027237354,1,0.764180055,"0.61-0.88","0.61-0.88",-10630.05687,0.043968243,0.004967912,8.72e-19,0.113268233,0.154257531,0.46277805,0.633893744,0.539825844,0.240292495,-0.21328215,0.140736641,0.129653436
"k__Archaea.p__Euryarchaeota","p__Euryarchaeota",3571,7424,9.54,"no.family.ID",0.070815,NA,"0-0.2",-8255.395425,0.266836188,1,0.0859260700389105,1,0.035107199,NA,"0-0.09",-8255.447695,0.247479007,1,0.0698949416342412,1,0,NA,NA,-8254.778956,1,1,1,1,0.894077802,NA,"0.76-1.00",-8254.778956,0.010826123,0.002486428,1.34e-05,-0.081826368,0.081614123,0.316053609,0.853504254,0.277424747,0.002094285,-0.247723463,0.072246725,0.000606136
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Butyrivibrio.s__Butyrivibrio_crossotus","s__Butyrivibrio_crossotus",3571,6712,18.22,"full.model",0.088577252,"0-0.25","0-0.25",-10631.25522,0.271438233,1,0.0526225680933852,1,0.11596996,"0.04-0.19","0.04-0.19",-10635.46421,0.001916893,0.308619773,0.000140077821011673,0.0233929961089494,0.031732839,"0-0.09","0-0.09",-10631.32873,0.244145429,1,0.0137431906614786,1,0.763719948,"0.61-0.88","0.61-0.88",-10630.65048,0.043762916,0.004970457,1.31e-18,0.11751751,0.154210127,0.446023651,0.593926429,0.539897348,0.27130037,-0.215270732,0.140757722,0.126172578
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_copri","s__Prevotella_copri",3571,2012,75.48,"no.family.ID",0.081397995,NA,"0-0.22",-11145.21691,0.280965231,1,0.0646809338521401,1,0.202031696,NA,"0.15-0.26",-11160.64763,1.52e-08,3.3288e-06,0,0,0.010297336,NA,NA,-11144.69974,0.720447671,1,0.139439688715953,1,0.706272973,NA,"0.58-0.8",-11144.63571,-0.012251993,0.005823787,0.035397263,0.79818238,0.174725087,4.92e-06,1.660935067,0.622064415,0.007584287,0.329012769,0.16232347,0.042673064
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_dorei","s__Bacteroides_dorei",3571,847,89.68,"no.family.ID",0.067687682,NA,"0-0.19",-9933.059045,0.290748147,1,0.0931906614785992,1,0.247034482,NA,"0.19-0.3",-9958.221257,7.38e-13,1.7712e-10,0,0,0,NA,NA,-9932.500968,0.999915637,1,1,1,0.685277835,NA,"0.58-0.78",-9932.500968,0.016573183,0.004176658,7.25e-05,0.009628091,0.123092462,0.937654355,0.730038762,0.442137566,0.098706417,-0.007465152,0.115434361,0.948436669
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Barnesiella","g__Barnesiella",3571,954,88.38,"full.model",0.08389108,"0-0.23","0-0.23",-9982.274275,0.293150865,1,0.0602334630350195,1,0.162012581,"0.09-0.23","0.09-0.23",-9990.717407,2.22e-05,0.004329,1.16731517509728e-05,0.00240466926070039,0.013648348,"0-0.07","0-0.07",-9981.849166,0.613661717,1,0.10411673151751,1,0.740447991,"0.6-0.85","0.6-0.85",-9981.721728,-0.008108832,0.004172716,0.05198011,-0.222677102,0.127538282,0.080817408,0.458076852,0.449824003,0.308513156,-0.314294551,0.117307367,0.007378956
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Barnesiella.s__Barnesiella_intestinihominis","s__Barnesiella_intestinihominis",3571,954,88.38,"full.model",0.083896949,"0-0.23","0-0.23",-9984.50753,0.293294217,1,0.0602140077821012,1,0.161608456,"0.09-0.23","0.09-0.23",-9992.903039,2.33e-05,0.0045202,1.16731517509728e-05,0.00240466926070039,0.01370576,"0-0.07","0-0.07",-9984.083529,0.612580299,1,0.103688715953307,1,0.740788834,"0.6-0.85","0.6-0.85",-9983.955311,-0.008106106,0.004175007,0.052188107,-0.221591306,0.127630949,0.082530621,0.458063669,0.450110596,0.308835211,-0.311322725,0.117381508,0.007996212
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus","g__Lactobacillus",3571,6405,21.96,"full.model",0.080036141,"0-0.23","0-0.23",-9904.47393,0.293762971,1,0.0673190661478599,1,0.129154981,"0.06-0.2","0.06-0.2",-9910.390546,0.000322404,0.057387912,4.66926070038911e-05,0.00840466926070039,0.037824026,"0-0.09","0-0.09",-9904.972839,0.147288149,1,0.0058715953307393,1,0.752984852,"0.61-0.86","0.61-0.86",-9903.922782,0.017366369,0.004070379,1.99e-05,0.015930396,0.125146361,0.898707616,0.9439952,0.440280219,0.032026625,-0.351947825,0.114816657,0.002174497
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_siraeum","s__Eubacterium_siraeum",3571,2102,74.39,"no.cohousing",0.078733555,NA,"0-0.22",-10753.29613,0.298569346,1,0.0697743190661479,1,0.017349134,NA,NA,-10752.86907,0.634165965,1,0.185494163424125,1,0.066221246,NA,"0.03-0.12",-10755.28661,0.024462745,1,8.17120622568093e-05,0.0202645914396887,0.837696066,NA,"0.74-0.93",-10752.75585,0.033609062,0.005052899,2.9e-11,0.078856725,0.162408249,0.627288875,1.719850245,0.558779971,0.002084882,-0.724068391,0.14560491,6.6e-07
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__Clostridium_asparagiforme","s__Clostridium_asparagiforme",3571,6797,17.18,"no.cohousing",0.082271384,NA,"0-0.23",-9035.023022,0.299893729,1,0.062988326848249,1,3.67e-08,NA,NA,-9034.485687,1,1,0.37892607003891,1,0.085140113,NA,"0.04-0.13",-9040.123659,0.000785181,0.201006336,7.78210116731517e-06,0.00198443579766537,0.832588466,NA,"0.71-0.92",-9034.485689,0.008345151,0.003119898,0.007477037,-0.708545835,0.100345801,1.65e-12,0.142604207,0.345228887,0.679554245,0.119312312,0.089966894,0.184780024
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae","f__Lactobacillaceae",3571,6402,21.99,"full.model",0.078540208,"0-0.23","0-0.23",-9907.550058,0.303391574,1,0.0701089494163424,1,0.12864424,"0.06-0.2","0.06-0.2",-9913.429297,0.000343354,0.06008695,4.66926070038911e-05,0.00840466926070039,0.037241955,"0-0.09","0-0.09",-9908.039889,0.153321554,1,0.0064124513618677,1,0.755573597,"0.61-0.86","0.61-0.86",-9907.020444,0.017178812,0.00407289,2.47e-05,0.007440913,0.125293767,0.952643281,0.959779868,0.44067674,0.029408414,-0.35520561,0.114917009,0.001995004
"k__Bacteria.p__Firmicutes.c__Bacilli","c__Bacilli",3571,3798,53.72,"full.model",0.081019174,"0-0.23","0-0.23",-10609.55567,0.305069263,1,0.0654747081712062,1,0.118559042,"0.05-0.19","0.05-0.19",-10614.17495,0.001337191,0.220636515,0.000108949416342412,0.0184124513618677,0.022751767,"0-0.08","0-0.08",-10609.34096,0.430121814,1,0.0412101167315175,1,0.777670017,"0.64-0.89","0.64-0.89",-10609.02972,0.027109756,0.004934197,3.92e-08,-0.342849122,0.153536031,0.025547586,0.687404272,0.536693774,0.200259416,-0.182125887,0.13989899,0.192971612
"k__Bacteria.p__Firmicutes.c__Clostridia","c__Clostridia",3571,0,100,"full.model",0.080674562,"0-0.23","0-0.23",-3362.315366,0.305095608,1,0.0660894941634241,1,0.017323457,"0-0.09","0-0.09",-3361.904547,0.631413684,1,0.185762645914397,1,0.038613226,"0-0.09","0-0.09",-3362.816964,0.151708906,1,0.00525291828793774,1,0.863388756,"0.72-1.00","0.72-1.00",-3361.789472,0.005300995,0.000634488,6.56e-17,-0.095259093,0.02063991,3.93e-06,0.003712388,0.07052954,0.958021986,-0.114194385,0.018373075,5.12e-10
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales","o__Clostridiales",3571,0,100,"full.model",0.080674545,"0-0.23","0-0.23",-3362.31537,0.305095749,1,0.0660894941634241,1,0.017323461,"0-0.09","0-0.09",-3361.904551,0.631413616,1,0.185762645914397,1,0.038613225,"0-0.09","0-0.09",-3362.816968,0.151708901,1,0.00525291828793774,1,0.863388769,"0.72-1.00","0.72-1.00",-3361.789476,0.005300995,0.000634488,6.56e-17,-0.095259092,0.02063991,3.93e-06,0.003712384,0.07052954,0.958022028,-0.114194386,0.018373075,5.12e-10
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_ramulus","s__Eubacterium_ramulus",3571,4385,46.57,"full.model",0.068986796,"0-0.2","0-0.2",-10122.79295,0.310480117,1,0.0900155642023346,1,0.047260595,"0-0.1","0-0.1",-10123.41601,0.131495912,1,0.0305097276264591,1,0,"0-0.04","0-0.04",-10122.27864,0.999738407,1,1,1,0.883752609,"0.75-0.97","0.75-0.97",-10122.27864,-0.006197436,0.004207953,0.140807385,-0.331709865,0.137268173,0.015670111,0.744534069,0.468136915,0.111740282,0.266064178,0.121914806,0.029081654
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_thetaiotaomicron","s__Bacteroides_thetaiotaomicron",3571,1692,79.38,"full.model",0.079084124,"0-0.22","0-0.22",-10363.32559,0.312624816,1,0.069147859922179,1,0.141845386,"0.07-0.21","0.07-0.21",-10369.85172,0.000175962,0.031849122,2.33463035019455e-05,0.00436575875486381,0.011921001,"0-0.07","0-0.07",-10362.91119,0.66229848,1,0.120856031128405,1,0.767149489,"0.63-0.87","0.63-0.87",-10362.81582,-0.000436211,0.004620084,0.924778559,0.231159025,0.142785887,0.10546433,0.678338545,0.500773093,0.175550564,0.235688372,0.130546798,0.07101309
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella","g__Prevotella",3571,1915,76.67,"no.family.ID",0.07550281,NA,"0-0.22",-11138.26521,0.317063709,1,0.0760155642023346,1,0.197163307,NA,"0.15-0.26",-11152.81385,4.11e-08,8.8776e-06,0,0,0.01098209,NA,NA,-11137.83847,0.700889983,1,0.13136186770428,1,0.716351794,NA,"0.59-0.81",-11137.7647,-0.009316203,0.005806824,0.108635947,0.915456579,0.174615717,1.58e-07,1.57236352,0.620998117,0.011341592,0.273094136,0.162026513,0.091893991
"k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Veillonellaceae.g__Veillonella.s__Veillonella_atypica","s__Veillonella_atypica",3571,7648,6.81,"full.model",0.070043561,"0-0.2","0-0.2",-7641.34434,0.319982684,1,0.0875642023346303,1,0.042320352,"0-0.11","0-0.11",-7641.607852,0.218219559,1,0.0435992217898833,1,0.017712757,"0-1.00","0-1.00",-7641.103395,0.476384725,1,0.0706614785992218,1,0.86992333,"0.75-0.96","0.75-0.96",-7640.849831,0.005614783,0.002106246,0.007681065,0.055777122,0.068318485,0.414255402,-0.109464142,0.233763278,0.639592097,0.219338372,0.060887733,0.000315364
"k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio.s__Desulfovibrio_piger","s__Desulfovibrio_piger",3571,5430,33.84,"full.model",0.073381184,"0-0.21","0-0.21",-11126.59805,0.324429474,1,0.0804591439688716,1,0.274334842,"0.2-0.34","0.2-0.34",-11153.78539,1.01e-13,2.4543e-11,0,0,0.034967243,"0-0.09","0-0.09",-11126.88961,0.212526943,1,0.00882490272373541,1,0.617316731,"0.48-0.72","0.48-0.72",-11126.11255,0.041415449,0.005895176,2.14e-12,0.796998859,0.168536605,2.26e-06,0.277307888,0.614834046,0.651968762,-0.678870624,0.160828531,2.43e-05
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales","o__Actinomycetales",3571,5695,30.61,"full.model",0.074383733,"0-0.22","0-0.22",-9814.774729,0.324865754,1,0.0782529182879377,1,0.055194575,"0-0.13","0-0.13",-9815.43388,0.130414957,1,0.0169027237354086,1,0.045048993,"0-0.1","0-0.1",-9815.735745,0.089059778,1,0.00209338521400778,0.468918287937743,0.825372698,"0.69-1.00","0.69-1.00",-9814.290101,0.006485443,0.003906127,0.096848944,-0.48573968,0.124309608,9.33e-05,2.07029389,0.429761088,1.46e-06,-0.185777917,0.111987255,0.097131877
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__Peptostreptococcaceae_noname.s__Clostridium_bartlettii","s__Clostridium_bartlettii",3571,7647,6.82,"H2.only",0.057168884,NA,"0-0.17",-7645.187973,0.326791098,1,0.120669260700389,1,4.74e-10,NA,NA,-7644.707187,1,1,0.427373540856031,1,0,NA,NA,-7644.707187,0.999337209,1,1,1,0.942831115,NA,"0.83-1.00",-7644.707187,-0.003768987,0.002073284,0.069082028,0.142675325,0.069382074,0.039746715,0.153351223,0.233565749,0.51146031,0.083072132,0.060823971,0.172008185
"k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Veillonellaceae.g__Veillonella.s__Veillonella_unclassified","s__Veillonella_unclassified",3571,5538,32.52,"full.model",0.069190737,"0-0.19","0-0.19",-9875.581552,0.329914754,1,0.0896108949416342,1,0.103415534,"0.04-0.16","0.04-0.16",-9879.523457,0.002958247,0.467403026,0.000350194552529183,0.0526381322957198,0,"0-0.05","0-0.05",-9875.106936,1,1,1,1,0.827393729,"0.71-0.92","0.71-0.92",-9875.106936,-0.00153262,0.003983209,0.700407701,-0.006942899,0.126250712,0.956144078,0.469112783,0.43703886,0.283096538,0.375122826,0.113853179,0.000984937
"k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Veillonellaceae.g__Megasphaera","g__Megasphaera",3571,7710,6.06,"no.family.ID",0.071284047,NA,"0-0.21",-8485.85182,0.330669381,1,0.0849688715953307,1,0.141150113,NA,"0.08-0.2",-8493.296243,6.91e-05,0.0127835,3.11284046692607e-05,0.00578988326848249,4.71e-10,NA,NA,-8485.378683,1,1,0.348525291828794,1,0.78756584,NA,"0.64-0.9",-8485.378683,0.006814317,0.0027235,0.012347857,0.312811282,0.084681255,0.000220767,0.266947596,0.296039221,0.367200045,0.048068047,0.077152237,0.53326576
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_fragilis","s__Bacteroides_fragilis",3571,4850,40.9,"full.model",0.073688989,"0-0.22","0-0.22",-10969.17451,0.330885212,1,0.0797665369649805,1,0.193959544,"0.12-0.26","0.12-0.26",-10982.64567,1.29e-07,2.7477e-05,0,0,0.02627581,"0-0.08","0-0.08",-10969.18045,0.327869847,1,0.02715953307393,1,0.706075657,"0.58-0.81","0.58-0.81",-10968.7018,-0.026328355,0.005548688,2.09e-06,-0.875614821,0.165976922,1.32e-07,0.359432122,0.592010269,0.54375912,0.172409363,0.154513434,0.264498684
"k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Erysipelotrichaceae_noname.s__Eubacterium_biforme","s__Eubacterium_biforme",3571,6027,26.56,"no.family.ID",0.070771113,NA,"0-0.2",-9894.902516,0.338000125,1,0.0860350194552529,1,0.152598896,NA,"0.09-0.21",-9903.324212,2.5e-05,0.004825,1.94552529182879e-05,0.00375486381322957,5.38e-09,NA,NA,-9894.443515,1,1,0.315140077821012,1,0.776629985,NA,"0.65-0.88",-9894.443515,0.026133659,0.004051497,1.12e-10,0.481526108,0.125248265,0.000120762,-0.089614571,0.439155418,0.838305694,0.024861359,0.114466755,0.828058071
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales","o__Lactobacillales",3571,3868,52.87,"full.model",0.074415949,"0-0.23","0-0.23",-10608.31792,0.342374595,1,0.0781634241245136,1,0.121676884,"0.05-0.19","0.05-0.19",-10613.36392,0.000914314,0.154519066,8.56031128404669e-05,0.0148949416342412,0.022872835,"0-0.08","0-0.08",-10608.19071,0.421150243,1,0.0407626459143969,1,0.781034332,"0.64-0.89","0.64-0.89",-10607.86716,0.026891145,0.004935119,5.07e-08,-0.384361615,0.153351216,0.012196277,0.830473262,0.536484651,0.12162453,-0.195391184,0.139845866,0.162356574
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__Clostridium_bolteae","s__Clostridium_bolteae",3571,7407,9.75,"no.family.ID",0.083809829,NA,"0-0.23",-8074.987818,0.344534228,1,0.0603891050583658,1,0.096515411,NA,"0.03-0.16",-8077.376055,0.017257841,1,0.000529182879377432,0.0756731517509728,0.003938322,NA,NA,-8074.551578,0.884758329,1,0.230303501945525,1,0.815736438,NA,"0.67-0.94",-8074.541074,0.005018416,0.002405341,0.036945699,-0.322359714,0.076318671,2.4e-05,-0.175918489,0.263996522,0.505176747,0.206998063,0.068778334,0.00261557
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_stercoris","s__Bacteroides_stercoris",3571,2792,65.98,"full.model",0.06694517,"0-0.2","0-0.2",-11177.85489,0.356152003,1,0.0950350194552529,1,0.229278109,"0.16-0.29","0.16-0.29",-11198.31601,1.02e-10,2.346e-08,0,0,0.008789044,"0-0.06","0-0.06",-11177.49973,0.707194189,1,0.157657587548638,1,0.694987678,"0.57-0.79","0.57-0.79",-11177.42918,0.00812033,0.005906862,0.16921568,0.704787067,0.17495839,5.62e-05,0.608231582,0.626968514,0.331989156,0.174190542,0.163669707,0.28720147
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_3_1_57FAA_CT1","s__Lachnospiraceae_bacterium_3_1_57FAA_CT1",3571,7779,5.22,"full.model",0.056609483,"0-0.18","0-0.18",-7170.330543,0.359147007,1,0.12236186770428,1,0.032124361,"0-0.09","0-0.09",-7170.457467,0.295427186,1,0.0833968871595331,1,0,"0-0.04","0-0.04",-7169.910106,1,1,1,1,0.911266156,"0.8-0.94","0.8-0.94",-7169.910106,0.002163905,0.001831836,0.237492938,-0.228687267,0.060273096,0.000148129,0.423713396,0.204699522,0.038459031,-0.165166915,0.053305553,0.001945072
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Coriobacteriales.f__Coriobacteriaceae.g__Collinsella.s__Collinsella_aerofaciens","s__Collinsella_aerofaciens",3571,718,91.25,"full.model",0.06854765,"0-0.22","0-0.22",-9307.374777,0.359388768,1,0.0910155642023346,1,0.08557897,"0.01-0.16","0.01-0.16",-9309.773726,0.017575982,1,0.00135408560311284,0.171968871595331,0.050965678,"0-0.11","0-0.11",-9308.797161,0.054910634,1,0.000863813229571984,0.199540856031128,0.794907702,"0.66-0.89","0.66-0.89",-9306.954763,-0.001073374,0.003416439,0.753384845,0.398835524,0.106805404,0.000188293,-0.069439011,0.372723794,0.852208312,-0.243628118,0.097160911,0.012159873
"k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Veillonellaceae.g__Veillonella","g__Veillonella",3571,5501,32.97,"full.model",0.066296852,"0-0.2","0-0.2",-10015.87849,0.367816683,1,0.0966964980544747,1,0.103721245,"0.03-0.16","0.03-0.16",-10019.86004,0.003055342,0.47198492,0.000346303501945525,0.0526381322957198,0.00476636,"0-0.06","0-0.06",-10015.492,0.845365358,1,0.216696498054475,1,0.825215542,"0.71-0.92","0.71-0.92",-10015.47298,0.000302448,0.00414689,0.941858948,-0.014124845,0.131148595,0.914232815,0.450593316,0.454579021,0.321572262,0.406138037,0.118430149,0.000605036
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__Alistipes_sp_AP11","s__Alistipes_sp_AP11",3571,5017,38.87,"full.model",0.065767242,"0-0.21","0-0.21",-11492.47103,0.372456342,1,0.0981050583657588,1,0.089950691,"0.02-0.16","0.02-0.16",-11495.30479,0.011014569,1,0.00088715953307393,0.117105058365759,0.014914205,"0-0.07","0-0.07",-11492.23277,0.572252643,1,0.0927392996108949,1,0.829367862,"0.7-0.92","0.7-0.92",-11492.07331,-0.025525299,0.006262667,4.59e-05,-0.770370002,0.198538438,0.000104368,3.050950141,0.687454818,9.08e-06,-0.301804451,0.179106816,0.091978374
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium.s__Bifidobacterium_dentium","s__Bifidobacterium_dentium",3571,7786,5.13,"full.model",0.056456075,"0-0.18","0-0.18",-7658.700741,0.376346785,1,0.12288326848249,1,0.041986549,"0-0.1","0-0.1",-7659.26808,0.16615683,1,0.044568093385214,1,0,"0-0.04","0-0.04",-7658.30944,1,1,1,1,0.901557376,"0.77-1.00","0.77-1.00",-7658.30944,0.014337322,0.002106001,9.91e-12,0.015399434,0.0689386,0.823240568,0.081505895,0.23475624,0.728445779,0.066147567,0.061133497,0.279244362
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_xylanisolvens","s__Bacteroides_xylanisolvens",3571,2456,70.07,"no.family.ID",0.058744039,NA,"0-0.19",-10324.9823,0.377564101,1,0.116357976653697,1,0.210832617,NA,"0.16-0.26",-10347.23818,1.7e-11,3.944e-09,0,0,4.78e-09,NA,NA,-10324.59299,1,1,0.316486381322957,1,0.730423339,NA,"0.61-0.82",-10324.59299,-0.001609604,0.004626631,0.72791539,0.418663112,0.138922172,0.002581235,0.605274887,0.494405266,0.220858512,0.36016907,0.128976332,0.005229913
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Micrococcaceae.g__Rothia.s__Rothia_mucilaginosa","s__Rothia_mucilaginosa",3571,6210,24.33,"full.model",0.065382352,"0-0.21","0-0.21",-9472.094967,0.383505974,1,0.0990739299610895,1,0.060858162,"0-0.13","0-0.13",-9473.162829,0.088846034,1,0.0109027237354086,1,0.041532397,"0-0.1","0-0.1",-9472.940058,0.117553651,1,0.00345136186770428,0.752396887159533,0.83222709,"0.7-0.93","0.7-0.93",-9471.71525,0.007276377,0.003550068,0.040399134,-0.486045031,0.112871319,1.66e-05,1.591982638,0.390448212,4.56e-05,-0.232405439,0.101740143,0.022353657
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_ovatus","s__Bacteroides_ovatus",3571,883,89.24,"full.model",0.062075653,"0-0.2","0-0.2",-9689.50881,0.396126693,1,0.107439688715953,1,0.114216809,"0.04-0.18","0.04-0.18",-9694.111393,0.001630294,0.265737922,0.000159533073929961,0.0264824902723735,0.017481505,"0-0.07","0-0.07",-9689.362469,0.513282205,1,0.0723229571984436,1,0.806226033,"0.67-0.9","0.67-0.9",-9689.148784,-0.027473084,0.003803426,5.08e-13,0.159289521,0.118977047,0.180627443,-0.177524984,0.414848235,0.668703877,0.001822922,0.108111908,0.986547155
"k__Bacteria.p__Firmicutes.c__Erysipelotrichia","c__Erysipelotrichia",3571,2501,69.53,"no.family.ID",0.059209953,NA,"0-0.19",-10096.81514,0.401364353,1,0.115155642023346,1,0.046885867,NA,"0-0.1",-10097.38298,0.174961258,1,0.0314474708171206,1,0,NA,NA,-10096.46302,1,1,1,1,0.89390418,NA,"0.78-0.98",-10096.46302,0.023911366,0.004174757,1.02e-08,-0.095512669,0.136288107,0.483418843,1.34159476,0.464722791,0.003890937,-0.130043517,0.121022062,0.282578988
"k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae","f__Erysipelotrichaceae",3571,2501,69.53,"no.family.ID",0.059209952,NA,"0-0.19",-10096.81514,0.401364363,1,0.115155642023346,1,0.046885867,NA,"0-0.1",-10097.38298,0.174961268,1,0.0314474708171206,1,0,NA,NA,-10096.46302,1,1,1,1,0.893904181,NA,"0.78-0.98",-10096.46302,0.023911366,0.004174757,1.02e-08,-0.095512666,0.136288107,0.483418855,1.341594756,0.464722791,0.003890937,-0.130043517,0.121022062,0.282578986
"k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales","o__Erysipelotrichales",3571,2501,69.53,"no.cohousing",0.059209949,NA,"0-0.2",-10096.81514,0.40136438,1,0.115155642023346,1,0.046885868,NA,NA,-10097.38298,0.174961261,1,0.0314474708171206,1,0,NA,"0-0.06",-10096.46302,1,1,1,1,0.893904183,NA,"0.8-0.98",-10096.46302,0.023911366,0.004174757,1.02e-08,-0.095512668,0.136288107,0.483418848,1.341594753,0.464722791,0.003890937,-0.130043518,0.121022062,0.282578983
