"Taxon_Shortname","LBL","CI_ID_low","CI_ID_high","Var.Exp","Var.Exp.NR"
"PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis","*",0,0.27,"Family",0.00939374552917873
"PWY.5104..L.isoleucine.biosynthesis.IV","*",0,0.28,"Family",0.00957694763413235
"PWY.6700..queuosine.biosynthesis","*",0,0.26,"Family",0.00263386471350225
"PWY.6317..galactose.degradation.I..Leloir.pathway.","*",0,0.27,"Family",0
"ORNDEG.PWY..superpathway.of.ornithine.degradation","*",0,0.27,"Family",3.12272459860366e-10
"PWY.6545..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.III","*",0.01,0.28,"Family",0.0049712768877261
"PWY.6897..thiamin.salvage.II","*",0,0.3,"Family",0.0196625226872362
"ORNARGDEG.PWY..superpathway.of.L.arginine.and.L.ornithine.degradation","*",0,0.28,"Family",0.00383710594116507
"ARGDEG.PWY..superpathway.of.L.arginine..putrescine..and.4.aminobutanoate.degradation","*",0,0.28,"Family",0.00383710594116507
"PWY.5659..GDP.mannose.biosynthesis","*",0,0.27,"Family",0.00165752980994361
"PWY.5686..UMP.biosynthesis","*",0,0.28,"Family",0.0049225847057465
"PWY.7219..adenosine.ribonucleotides.de.novo.biosynthesis","*",0,0.28,"Family",0.0095200346517918
"NONMEVIPP.PWY..methylerythritol.phosphate.pathway.I","*",0,0.28,"Family",0.0109147133577136
"PWY.5100..pyruvate.fermentation.to.acetate.and.lactate.II","*",0,0.29,"Family",0.00489102179422769
"PHOSLIPSYN.PWY..superpathway.of.phospholipid.biosynthesis.I..bacteria.","*",0.01,0.27,"Family",0
"PWY0.1479..tRNA.processing","*",0,0.29,"Family",0.0435016404206515
"PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing.","*",0.02,0.29,"Family",0.00782303850313511
"GLCMANNANAUT.PWY..superpathway.of.N.acetylglucosamine..N.acetylmannosamine.and.N.acetylneuraminate.degradation","*",0,0.28,"Family",0
"PWY.7446..sulfoglycolysis","*",0.01,0.28,"Family",0
"PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing.","*",0,0.27,"Family",0.00691151646917643
"GALACT.GLUCUROCAT.PWY..superpathway.of.hexuronide.and.hexuronate.degradation","*",0.02,0.3,"Family",0.00932309133185071
"PWY.6386..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.II..lysine.containing.","*",0.02,0.29,"Family",0.00663858276018874
"PWY.2942..L.lysine.biosynthesis.III","*",0,0.28,"Family",0.00291958095608626
"PWY.6151..S.adenosyl.L.methionine.cycle.I","*",0.02,0.28,"Family",0
"PWY0.1415..superpathway.of.heme.biosynthesis.from.uroporphyrinogen.III","*",0.01,0.28,"Family",0
"GLUCUROCAT.PWY..superpathway.of..beta..D.glucuronide.and.D.glucuronate.degradation","*",0,0.31,"Family",0.0182433082091356
"UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I","*",0.02,0.27,"Family",0
"PWY.5188..tetrapyrrole.biosynthesis.I..from.glutamate.","*",0,0.29,"Family",0.006531196620918
"PWY.5097..L.lysine.biosynthesis.VI","*",0,1,"Family",0
"PWY.724..superpathway.of.L.lysine..L.threonine.and.L.methionine.biosynthesis.II","*",0,0.29,"Family",0.00347486009276369
"HISTSYN.PWY..L.histidine.biosynthesis","*",0.04,0.31,"Family",0.0169558636070447
"HEMESYN2.PWY..heme.biosynthesis.II..anaerobic.","*",0.01,0.3,"Family",0.0258726590803406
"P108.PWY..pyruvate.fermentation.to.propanoate.I","*",0.01,0.3,"Family",0.00609746547792526
"PWY.7229..superpathway.of.adenosine.nucleotides.de.novo.biosynthesis.I","*",0.02,0.29,"Family",2.28704100490822e-09
"PWY.5345..superpathway.of.L.methionine.biosynthesis..by.sulfhydrylation.","*",0.08,0.34,"Family",0.0306728139378662
"PWY.7111..pyruvate.fermentation.to.isobutanol..engineered.","*",0.03,0.3,"Family",0.00294889883027067
"PWY.6123..inosine.5..phosphate.biosynthesis.I","*",0.03,0.3,"Family",0.00100362315666747
"PWY66.422..D.galactose.degradation.V..Leloir.pathway.","*",0.01,0.3,"Family",0
"PWY.5505..L.glutamate.and.L.glutamine.biosynthesis","*",0.03,0.29,"Family",0
"PWY.6126..superpathway.of.adenosine.nucleotides.de.novo.biosynthesis.II","*",0.03,0.3,"Family",1.18947965998356e-09
"PWY.6507..4.deoxy.L.threo.hex.4.enopyranuronate.degradation","*",0,0.31,"Family",0.00525505188408745
"PWY4FS.8..phosphatidylglycerol.biosynthesis.II..non.plastidic.","*",0,0.32,"Family",0.0310412797895035
"PWY4FS.7..phosphatidylglycerol.biosynthesis.I..plastidic.","*",0,0.33,"Family",0.0310408468413597
"PWY.5695..urate.biosynthesis.inosine.5..phosphate.degradation","*",0.03,0.3,"Family",4.05006235730006e-08
"PWY.7220..adenosine.deoxyribonucleotides.de.novo.biosynthesis.II","*",0.03,0.3,"Family",0
"PWY.7222..guanosine.deoxyribonucleotides.de.novo.biosynthesis.II","*",0.03,0.3,"Family",0
"PWY0.162..superpathway.of.pyrimidine.ribonucleotides.de.novo.biosynthesis","*",0.03,0.3,"Family",0
"VALSYN.PWY..L.valine.biosynthesis","*",0,0.31,"Family",0.002760328624253
"ILEUSYN.PWY..L.isoleucine.biosynthesis.I..from.threonine.","*",0,0.31,"Family",0.002760328624253
"PWY.5177..glutaryl.CoA.degradation","*",0.03,0.31,"Family",0
"OANTIGEN.PWY..O.antigen.building.blocks.biosynthesis..E..coli.","*",0.04,0.3,"Family",0
"PWY0.166..superpathway.of.pyrimidine.deoxyribonucleotides.de.novo.biosynthesis..E..coli.","*",0.04,0.31,"Family",2.3775147662837e-16
"PWY.7184..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.I","*",0.05,0.32,"Family",0
"PWY.7208..superpathway.of.pyrimidine.nucleobases.salvage","*",0.05,0.32,"Family",0.00199560620138433
"PWY_GLYCOLYSIS..glycolysis.I..from.glucose.6.phosphate.","*",0.04,0.32,"Family",0
"PWY.6125..superpathway.of.guanosine.nucleotides.de.novo.biosynthesis.II","*",0.05,0.32,"Family",0
"PWY.5484..glycolysis.II..from.fructose.6.phosphate.","*",0.04,0.32,"Family",0
"PWY.7197..pyrimidine.deoxyribonucleotide.phosphorylation","*",0.03,0.29,"Family",0.00174714177927948
"PWY.7228..superpathway.of.guanosine.nucleotides.de.novo.biosynthesis.I","*",0.05,0.32,"Family",0
"PWY.5973..cis.vaccenate.biosynthesis","*",0.03,0.33,"Family",0.00504847067875711
"COBALSYN.PWY..adenosylcobalamin.salvage.from.cobinamide.I","*",0.05,0.33,"Family",0
"PWY.621..sucrose.degradation.III..sucrose.invertase.","*",0.05,0.34,"Family",0
"PWY.7663..gondoate.biosynthesis..anaerobic.","*",0.04,0.34,"Family",0.0057449450595524
"RHAMCAT.PWY..L.rhamnose.degradation.I","*",0.05,0.35,"Family",0.0110816198751565
"ANAEROFRUCAT.PWY..homolactic.fermentation","*",0.06,0.35,"Family",1.04533759270947e-08
"PWY.5667..CDP.diacylglycerol.biosynthesis.I","*",0.07,0.34,"Family",9.02153627192551e-11
"PWY0.1319..CDP.diacylglycerol.biosynthesis.II","*",0.07,0.34,"Family",1.69981297309809e-09
"PANTO.PWY..phosphopantothenate.biosynthesis.I","*",0.07,0.34,"Family",6.35782894022613e-10
"PWY.6703..preQ0.biosynthesis","**",0.08,0.35,"Family",2.08291555131889e-10
"PWY.5101..L.isoleucine.biosynthesis.II","**",0.09,0.36,"Family",0
"X1CMET2.PWY..N10.formyl.tetrahydrofolate.biosynthesis","**",0.08,0.39,"Family",0.0120363957583706
"NAGLIPASYN.PWY..lipid.IVA.biosynthesis","**",0.14,0.39,"Family",0
"PYRIDOXSYN.PWY..pyridoxal.5..phosphate.biosynthesis.I","**",0.11,0.41,"Family",0.00954422803528872
"PWY0.845..superpathway.of.pyridoxal.5..phosphate.biosynthesis.and.salvage","**",0.14,0.4,"Family",1.30529812777787e-06
"PWY.7392..taxadiene.biosynthesis..engineered.","",0,0.12,"Environment",0.986732146372049
"P162.PWY..L.glutamate.degradation.V..via.hydroxyglutarate.","",0,0.06,"Environment",0.94930690518128
"PWY.5747..2.methylcitrate.cycle.II","",0,0.14,"Environment",0.923092794416955
"GLUTORN.PWY..L.ornithine.biosynthesis","",0,0.1,"Environment",0.855630854492409
"PWY.5121..superpathway.of.geranylgeranyl.diphosphate.biosynthesis.II..via.MEP.","",0,0.1,"Environment",0.90617843811117
"PWY.6588..pyruvate.fermentation.to.acetone","",0,0.1,"Environment",0.956535421601546
"PWY0.1298..superpathway.of.pyrimidine.deoxyribonucleosides.degradation","",0,0.11,"Environment",0.942968267864694
"PWY.7003..glycerol.degradation.to.butanol","",0,0.1,"Environment",0.941538002201893
"PWY.6901..superpathway.of.glucose.and.xylose.degradation","",0,0.16,"Environment",0.963540360124646
"PWY.5941..glycogen.degradation.II..eukaryotic.","",0,0.06,"Environment",0.890578116638271
"PWY.7371..1.4.dihydroxy.6.naphthoate.biosynthesis.II","",0,0.1,"Environment",0.870528285294843
"PWY.6823..molybdenum.cofactor.biosynthesis","",0,0.07,"Environment",0.953849240233718
"PWY.6590..superpathway.of.Clostridium.acetobutylicum.acidogenic.fermentation","",0,0.12,"Environment",0.984755003663324
"ARGORNPROST.PWY..arginine..ornithine.and.proline.interconversion","",0,0.12,"Environment",0.93221228775169
"PYRIDNUCSAL.PWY..NAD.salvage.pathway.I","",0,0.12,"Environment",0.871771460679665
"ENTBACSYN.PWY..enterobactin.biosynthesis","",0,0.1,"Environment",0.98879541684033
"PRPP.PWY..superpathway.of.histidine..purine..and.pyrimidine.biosynthesis","",0,0.1,"Environment",0.984383243804837
"PWY.1269..CMP.3.deoxy.D.manno.octulosonate.biosynthesis.I","",0,0.1,"Environment",0.901651641012051
"PWY.1861..formaldehyde.assimilation.II..RuMP.Cycle.","",0,0.05,"Environment",0.949587379496746
"PWY.3781..aerobic.respiration.I..cytochrome.c.","",0,0.09,"Environment",0.955861051416975
"PWY.5189..tetrapyrrole.biosynthesis.II..from.glycine.","",0,0.06,"Environment",0.923034254677162
"PWY.6147..6.hydroxymethyl.dihydropterin.diphosphate.biosynthesis.I","",0,0.09,"Environment",0.8739759165917
"X3.HYDROXYPHENYLACETATE.DEGRADATION.PWY..4.hydroxyphenylacetate.degradation","",0,0.12,"Environment",0.999400131244523
"PWY.6612..superpathway.of.tetrahydrofolate.biosynthesis","",0,0.16,"Environment",0.886555748817971
"PWY.6731..starch.degradation.III","",0,0.13,"Environment",0.986265648669392
"PWY.6895..superpathway.of.thiamin.diphosphate.biosynthesis.II","",0,NA,"Environment",0.997018028003596
"PWY.7328..superpathway.of.UDP.glucose.derived.O.antigen.building.blocks.biosynthesis","",0,0.07,"Environment",0.925088322418339
"PWY0.781..aspartate.superpathway","",0,0.1,"Environment",0.889278222287403
"PWY_REDCITCYC..TCA.cycle.VIII..helicobacter.","",0,0.11,"Environment",0.991691763979262
"PWY_TCA..TCA.cycle.I..prokaryotic.","",0,0.11,"Environment",0.980960548492398
"GLUCONEO.PWY..gluconeogenesis.I","",0,NA,"Environment",0.952057905256787
"LPSSYN.PWY..superpathway.of.lipopolysaccharide.biosynthesis","",0,0.08,"Environment",0.962905390327481
"P105.PWY..TCA.cycle.IV..2.oxoglutarate.decarboxylase.","",0,0.1,"Environment",0.937551073486749
"P124.PWY..Bifidobacterium.shunt","",0,0.17,"Environment",0.95820368739086
"P164.PWY..purine.nucleobases.degradation.I..anaerobic.","",0,0.05,"Environment",0.94678033567206
"P4.PWY..superpathway.of.L.lysine..L.threonine.and.L.methionine.biosynthesis.I","",0,0.1,"Environment",0.896636423454705
"P461.PWY..hexitol.fermentation.to.lactate..formate..ethanol.and.acetate","",0,0.06,"Environment",0.963510833935628
"PENTOSE.P.PWY..pentose.phosphate.pathway","",0,0.14,"Environment",0.943113076798656
"ECASYN.PWY..enterobacterial.common.antigen.biosynthesis","",0,0.1,"Environment",0.955607455409091
"PWY.5676..acetyl.CoA.fermentation.to.butanoate.II","",0,0.06,"Environment",0.946463194825514
"CENTFERM.PWY..pyruvate.fermentation.to.butanoate","",NA,NA,"Environment",0.984650187492887
"PWY0.42..2.methylcitrate.cycle.I","",0,0.17,"Environment",0.928265969039527
"THISYN.PWY..superpathway.of.thiamin.diphosphate.biosynthesis.I","",0,0.17,"Environment",0.976378039349504
"PWY.6969..TCA.cycle.V..2.oxoglutarate.ferredoxin.oxidoreductase.","",0,0.1,"Environment",0.973043124601595
"ALL.CHORISMATE.PWY..superpathway.of.chorismate.metabolism","",0,0.14,"Environment",0.96178213432854
"PWY_ARG.POLYAMINE.SYN..superpathway.of.arginine.and.polyamine.biosynthesis","",0,0.13,"Environment",0.85026141439094
"PWY.7254..TCA.cycle.VII..acetate.producers.","",0,0.08,"Environment",0.979315478523156
"PWY0.862...5Z..dodec.5.enoate.biosynthesis","",0,0.16,"Environment",0.965084692763609
"PWY.6629..superpathway.of.L.tryptophan.biosynthesis","",0,0.14,"Environment",0.973638517164355
"KDO.NAGLIPASYN.PWY..superpathway.of..Kdo.2.lipid.A.biosynthesis","",0,0.11,"Environment",0.973430610054748
"FOLSYN.PWY..superpathway.of.tetrahydrofolate.biosynthesis.and.salvage","",0,0.2,"Environment",0.887614582794485
"PWY.5989..stearate.biosynthesis.II..bacteria.and.plants.","",0,0.16,"Environment",0.982610550192432
"PWY0.41..allantoin.degradation.IV..anaerobic.","",0,0.12,"Environment",0.999999927164953
"AEROBACTINSYN.PWY..aerobactin.biosynthesis","",0,0.11,"Environment",0.928191516088827
"HEXITOLDEGSUPER.PWY..superpathway.of.hexitol.degradation..bacteria.","",0,0.06,"Environment",0.980810139150856
"FAO.PWY..fatty.acid..beta..oxidation.I","",0,0.13,"Environment",0.999999992455221
"PWY.5918..superpathay.of.heme.biosynthesis.from.glutamate","",0,0.15,"Environment",0.989038729623625
"CRNFORCAT.PWY..creatinine.degradation.I","",0,0.08,"Environment",0.975769798285539
"FASYN.INITIAL.PWY..superpathway.of.fatty.acid.biosynthesis.initiation..E..coli.","",0,0.16,"Environment",0.959964383695342
"PWY.6263..superpathway.of.menaquinol.8.biosynthesis.II","",0,0.16,"Environment",0.940453786891122
"PWY.6282..palmitoleate.biosynthesis.I..from..5Z..dodec.5.enoate.","",0,0.16,"Environment",0.960397076280995
"PWY.6471..peptidoglycan.biosynthesis.IV..Enterococcus.faecium.","",0,0.13,"Environment",0.990745374821478
"FASYN.ELONG.PWY..fatty.acid.elongation....saturated","",0,0.16,"Environment",0.955832955154226
"METHGLYUT.PWY..superpathway.of.methylglyoxal.degradation","",0,0.14,"Environment",0.969604072567565
"PWY.7664..oleate.biosynthesis.IV..anaerobic.","",0,0.17,"Environment",0.956123934333085
"PWY.7199..pyrimidine.deoxyribonucleosides.salvage","",0,0.15,"Environment",0.921403596403547
"ARGSYN.PWY..L.arginine.biosynthesis.I..via.L.ornithine.","",0,0.13,"Environment",0.884912866333048
"PWY.7400..L.arginine.biosynthesis.IV..archaebacteria.","",0,0.13,"Environment",0.88978864134191
"PWY.6519..8.amino.7.oxononanoate.biosynthesis.I","",0,0.16,"Environment",0.951048654423321
"P441.PWY..superpathway.of.N.acetylneuraminate.degradation","",0,0.16,"Environment",0.95731892465912
"PWY.5862..superpathway.of.demethylmenaquinol.9.biosynthesis","",0,0.15,"Environment",0.95987504540392
"PWY.6891..thiazole.biosynthesis.II..Bacillus.","",0,0.14,"Environment",0.98593270841909
"PWY.5845..superpathway.of.menaquinol.9.biosynthesis","",0,0.15,"Environment",0.957467639326372
"PWY.5896..superpathway.of.menaquinol.10.biosynthesis","",0,0.15,"Environment",0.957467639326372
"PWY.6892..thiazole.biosynthesis.I..E..coli.","",0,0.17,"Environment",0.962423699285527
"PWY0.1338..polymyxin.resistance","",0,0.14,"Environment",0.959237868902883
"P23.PWY..reductive.TCA.cycle.I","",0,0.14,"Environment",0.983681022827864
"BIOTIN.BIOSYNTHESIS.PWY..biotin.biosynthesis.I","",0,0.17,"Environment",0.948834159797671
"PWY.922..mevalonate.pathway.I","",0,0.16,"Environment",0.973632304846731
"PWY_GLYCOLYSIS.E.D..superpathway.of.glycolysis.and.Entner.Doudoroff","",0,0.17,"Environment",0.963144315420588
"PWY.6628..superpathway.of.L.phenylalanine.biosynthesis","",0,0.15,"Environment",0.919637532413995
"PWY.5347..superpathway.of.L.methionine.biosynthesis..transsulfuration.","",0,0.16,"Environment",0.90733924718155
"AST.PWY..L.arginine.degradation.II..AST.pathway.","",0,0.16,"Environment",0.962167740472332
"PWY.5154..L.arginine.biosynthesis.III..via.N.acetyl.L.citrulline.","",0,0.14,"Environment",0.861176473805529
"MET.SAM.PWY..superpathway.of.S.adenosyl.L.methionine.biosynthesis","",0,0.16,"Environment",0.897403004614822
"PWY_TCA.GLYOX.BYPASS..superpathway.of.glyoxylate.bypass.and.TCA","",0,0.16,"Environment",0.930643405563155
"PWY.5656..mannosylglycerate.biosynthesis.I","",0,0.16,"Environment",0.955816962925036
"PWY_GLYCOLYSIS.TCA.GLYOX.BYPASS..superpathway.of.glycolysis..pyruvate.dehydrogenase..TCA..and.glyoxylate.bypass","",0,0.15,"Environment",0.934885075327879
"SO4ASSIM.PWY..sulfate.reduction.I..assimilatory.","",0,0.21,"Environment",0.87391063680056
"GLUCOSE1PMETAB.PWY..glucose.and.glucose.1.phosphate.degradation","",0,0.16,"Environment",0.935397422277826
"HOMOSER.METSYN.PWY..L.methionine.biosynthesis.I","",0,0.17,"Environment",0.896784106907487
"UBISYN.PWY..superpathway.of.ubiquinol.8.biosynthesis..prokaryotic.","",0,0.17,"Environment",0.940039320887231
"PWY.6284..superpathway.of.unsaturated.fatty.acids.biosynthesis..E..coli.","",0,0.16,"Environment",0.916548853812469
"PWY.5971..palmitate.biosynthesis.II..bacteria.and.plants.","",0,0.16,"Environment",0.916971322919344
"SULFATE.CYS.PWY..superpathway.of.sulfate.assimilation.and.cysteine.biosynthesis","",0,0.18,"Environment",0.883195934614608
"HISDEG.PWY..L.histidine.degradation.I","",0,0.2,"Environment",0.851327633455276
"GLYCOL.GLYOXDEG.PWY..superpathway.of.glycol.metabolism.and.degradation","",0,0.17,"Environment",0.916822676626377
"METSYN.PWY..L.homoserine.and.L.methionine.biosynthesis","",0,0.18,"Environment",0.891261787556361
"RIBOSYN2.PWY..flavin.biosynthesis.I..bacteria.and.plants.","",0,0.18,"Environment",0.899510608149714
"DAPLYSINESYN.PWY..L.lysine.biosynthesis.I","",0,0.17,"Environment",0.868587126719803
"PWY.7211..superpathway.of.pyrimidine.deoxyribonucleotides.de.novo.biosynthesis","",0,1,"Environment",0.870940076704733
"PWY.5860..superpathway.of.demethylmenaquinol.6.biosynthesis.I","",0,0.18,"Environment",0.928356420316145
"PWY.5850..superpathway.of.menaquinol.6.biosynthesis.I","",0,0.18,"Environment",0.92593777512105
"GLYCOGENSYNTH.PWY..glycogen.biosynthesis.I..from.ADP.D.Glucose.","",0,0.18,"Environment",0.942036814776038
"PWY.5173..superpathway.of.acetyl.CoA.biosynthesis","",0,0.16,"Environment",0.920220481564829
"PWY.5675..nitrate.reduction.V..assimilatory.","",0,0.19,"Environment",0.954858617529716
"LACTOSECAT.PWY..lactose.and.galactose.degradation.I","",0,0.2,"Environment",0.857869147829086
"PWY.5838..superpathway.of.menaquinol.8.biosynthesis.I","",0,0.19,"Environment",0.921467735265834
"PWY0.1297..superpathway.of.purine.deoxyribonucleosides.degradation","",0,0.17,"Environment",0.905307475242519
"PWY.5861..superpathway.of.demethylmenaquinol.8.biosynthesis","",0,0.2,"Environment",0.92140573418103
"PWY_GLYOXYLATE.BYPASS..glyoxylate.cycle","",0,0.19,"Environment",0.90888461096614
"PWY.6285..superpathway.of.fatty.acids.biosynthesis..E..coli.","",0,0.17,"Environment",0.903665137910045
"POLYISOPRENSYN.PWY..polyisoprenoid.biosynthesis..E..coli.","",0,0.19,"Environment",0.920668445031184
"PWY.4242..pantothenate.and.coenzyme.A.biosynthesis.III","",0,0.23,"Environment",0.837710521592255
"HSERMETANA.PWY..L.methionine.biosynthesis.III","",NA,NA,"Environment",0.885583726627583
"PWY_NAD.BIOSYNTHESIS.II..NAD.salvage.pathway.II","",0,0.17,"Environment",0.906084372829586
"PWY_HEME.BIOSYNTHESIS.II..heme.biosynthesis.I..aerobic.","",0,0.18,"Environment",0.929888582101937
"PWY.5088..L.glutamate.degradation.VIII..to.propanoate.","",0,0.2,"Environment",0.926542533966915
"PWY.6690..cinnamate.and.3.hydroxycinnamate.degradation.to.2.oxopent.4.enoate","",0,0.19,"Environment",0.86450247987477
"HCAMHPDEG.PWY..3.phenylpropanoate.and.3..3.hydroxyphenyl.propanoate.degradation.to.2.oxopent.4.enoate","",0,0.19,"Environment",0.86450247987477
"POLYAMSYN.PWY..superpathway.of.polyamine.biosynthesis.I","",0,0.21,"Environment",0.884052948476391
"ARGSYNBSUB.PWY..L.arginine.biosynthesis.II..acetyl.cycle.","",0,0.18,"Environment",0.783916768315001
"PWY.7237..myo...chiro..and.scillo.inositol.degradation","",0,0.2,"Environment",0.895248541418141
"P161.PWY..acetylene.degradation","",0,0.19,"Environment",0.866338178121254
"PWY.7315..dTDP.N.acetylthomosamine.biosynthesis","",0,0.2,"Environment",0.889828693563339
"PWY.7456..mannan.degradation","",0,0.21,"Environment",0.845234992781694
"PWY.7210..pyrimidine.deoxyribonucleotides.biosynthesis.from.CTP","",0,0.2,"Environment",0.826601812232248
"COLANSYN.PWY..colanic.acid.building.blocks.biosynthesis","",0,0.2,"Environment",0.928256099941192
"PWY.6608..guanosine.nucleotides.degradation.III","",0,0.22,"Environment",0.862234967779352
"COA.PWY..coenzyme.A.biosynthesis.I","",0,0.25,"Environment",0.853434500308829
"PWY0.1261..anhydromuropeptides.recycling","",0,0.2,"Environment",0.885518832632653
"PWY.6353..purine.nucleotides.degradation.II..aerobic.","",0,0.22,"Environment",0.881065187053776
"PWY0.1277..3.phenylpropanoate.and.3..3.hydroxyphenyl.propanoate.degradation","",0,0.2,"Environment",0.844602302344503
"SER.GLYSYN.PWY..superpathway.of.L.serine.and.glycine.biosynthesis.I","",0,0.23,"Environment",0.862205462506174
"SALVADEHYPOX.PWY..adenosine.nucleotides.degradation.II","",0,0.22,"Environment",0.849359984424064
"KETOGLUCONMET.PWY..ketogluconate.metabolism","",0,0.2,"Environment",0.845763844678631
"FUC.RHAMCAT.PWY..superpathway.of.fucose.and.rhamnose.degradation","",0,0.22,"Environment",0.917524007733974
"GOLPDLCAT.PWY..superpathway.of.glycerol.degradation.to.1.3.propanediol","",0,0.2,"Environment",0.855294878129742
"PWY.7196..superpathway.of.pyrimidine.ribonucleosides.salvage","",0,0.2,"Environment",0.893443564203444
"PWY0.1533..methylphosphonate.degradation.I","",0,0.22,"Environment",0.882201597306466
"PWY0.1061..superpathway.of.L.alanine.biosynthesis","",0,0.22,"Environment",0.862093342261377
"TRPSYN.PWY..L.tryptophan.biosynthesis","",0,0.21,"Environment",0.854510964602763
"PWY.5705..allantoin.degradation.to.glyoxylate.III","",0,0.22,"Environment",0.870706493888674
"P122.PWY..heterolactic.fermentation","",0,0.2,"Environment",0.843123968660348
"PWY.5855..ubiquinol.7.biosynthesis..prokaryotic.","",0,0.21,"Environment",0.889606999368488
"PWY.5856..ubiquinol.9.biosynthesis..prokaryotic.","",0,0.21,"Environment",0.889606999368488
"PWY.5857..ubiquinol.10.biosynthesis..prokaryotic.","",0,0.21,"Environment",0.889606999368488
"PWY.6708..ubiquinol.8.biosynthesis..prokaryotic.","",0,0.21,"Environment",0.889606999368488
"PWY.7198..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.IV","",0,0.22,"Environment",0.807292461915364
"PWY0.1241..ADP.L.glycero..beta..D.manno.heptose.biosynthesis","",0,0.21,"Environment",0.858561664119976
"PWY.4984..urea.cycle","",0,0.24,"Environment",0.864957637016383
"PWY.5384..sucrose.degradation.IV..sucrose.phosphorylase.","",0,0.24,"Environment",0.886924411167107
"FUCCAT.PWY..fucose.degradation","",0,0.21,"Environment",0.861541363758545
"PYRIDNUCSYN.PWY..NAD.biosynthesis.I..from.aspartate.","*",0,0.22,"Environment",0.86384149241166
"GLYCOCAT.PWY..glycogen.degradation.I..bacterial.","*",0,0.23,"Environment",0.805915620376749
"PWY0.1296..purine.ribonucleosides.degradation","*",0,0.23,"Environment",0.850660744765131
"PWY.5920..superpathway.of.heme.biosynthesis.from.glycine","*",0,0.23,"Environment",0.858646707812373
"ANAGLYCOLYSIS.PWY..glycolysis.III..from.glucose.","*",0,0.24,"Environment",0.871919277801247
"PWY.2941..L.lysine.biosynthesis.II","*",0,0.24,"Environment",0.857798836664054
"P42.PWY..incomplete.reductive.TCA.cycle","*",0,0.23,"Environment",0.836857834583415
"PWY.7209..superpathway.of.pyrimidine.ribonucleosides.degradation","*",0,0.24,"Environment",0.851220351316077
"ARO.PWY..chorismate.biosynthesis.I","*",0,0.22,"Environment",0.84745105815924
"PWY0.1586..peptidoglycan.maturation..meso.diaminopimelate.containing.","*",0,0.25,"Environment",0.850357165061467
"FERMENTATION.PWY..mixed.acid.fermentation","*",0,0.22,"Environment",0.867668141549338
"PWY.5791..1.4.dihydroxy.2.naphthoate.biosynthesis.II..plants.","*",0,0.23,"Environment",0.887842340909506
"PWY.5837..1.4.dihydroxy.2.naphthoate.biosynthesis.I","*",0,0.23,"Environment",0.887842340909506
"PWY.5913..TCA.cycle.VI..obligate.autotrophs.","*",0,0.23,"Environment",0.868461978216204
"DENOVOPURINE2.PWY..superpathway.of.purine.nucleotides.de.novo.biosynthesis.II","*",0,0.24,"Environment",0.839503697472481
"NONOXIPENT.PWY..pentose.phosphate.pathway..non.oxidative.branch.","*",0,0.25,"Environment",0.841607280362629
"PWY.5897..superpathway.of.menaquinol.11.biosynthesis","*",0,0.23,"Environment",0.88478581896919
"PWY.5898..superpathway.of.menaquinol.12.biosynthesis","*",0,0.23,"Environment",0.88478581896919
"PWY.5899..superpathway.of.menaquinol.13.biosynthesis","*",0,0.23,"Environment",0.88478581896919
"PWY.6163..chorismate.biosynthesis.from.3.dehydroquinate","*",0,0.26,"Environment",0.845449645833066
"ASPASN.PWY..superpathway.of.L.aspartate.and.L.asparagine.biosynthesis","*",0,0.22,"Environment",0.856701860995017
"GLUCARDEG.PWY..D.glucarate.degradation.I","*",0,0.24,"Environment",0.847746099980897
"PWY.7234..inosine.5..phosphate.biosynthesis.III","*",0,0.25,"Environment",0.832184884873276
"PWY.5022..4.aminobutanoate.degradation.V","*",0,0.23,"Environment",0.823690326697924
"THRESYN.PWY..superpathway.of.L.threonine.biosynthesis","*",0,0.26,"Environment",0.820544584664279
"PWY.6737..starch.degradation.V","*",0,0.27,"Environment",0.824123328586634
"DTDPRHAMSYN.PWY..dTDP.L.rhamnose.biosynthesis.I","*",0,0.27,"Environment",0.850720074631277
"PWY.7323..superpathway.of.GDP.mannose.derived.O.antigen.building.blocks.biosynthesis","*",0,0.25,"Environment",0.869852734769992
"PWY.841..superpathway.of.purine.nucleotides.de.novo.biosynthesis.I","*",0,0.25,"Environment",0.816315049960687
"PWY.3001..superpathway.of.L.isoleucine.biosynthesis.I","*",0,0.27,"Environment",0.812839005823757
"PWY.7187..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.II","*",0,0.25,"Environment",0.820792751705665
"PWY.5103..L.isoleucine.biosynthesis.III","*",0.01,0.29,"Environment",0.812504373922852
"COMPLETE.ARO.PWY..superpathway.of.aromatic.amino.acid.biosynthesis","*",0,0.27,"Environment",0.830290452176566
"PWY.7013..L.1.2.propanediol.degradation","*",0,0.25,"Environment",0.846564793640957
